time,true_air,est,door,compressor,filtered_temp,food_proxy,true_food,target,active_rate,confidence,alpha
170,3.01484,4577.19,0,0,2.90062,2.00408,2.00501,4,18.8296,2.00408,1.13e-05
171,3.01584,4583.79,0,0,2.89517,2.00413,2.00506,4,18.8296,2.00413,1.13e-05
172,3.01683,4590.38,0,0,2.91243,2.00417,2.00511,4,18.8296,2.00417,1.13e-05
173,3.01782,4596.96,0,0,2.9058,2.00422,2.00516,4,18.8296,2.00422,1.13e-05
174,3.01881,4603.54,0,0,2.92201,2.00426,2.00521,4,18.8296,2.00426,1.13e-05
175,3.0198,4610.11,0,0,2.93659,2.00431,2.00526,4,18.8296,2.00431,1.13e-05
176,3.02079,4616.67,0,0,2.94972,2.00436,2.00531,4,18.8296,2.00436,1.13e-05
177,3.02178,4623.23,0,0,2.97381,2.0044,2.00536,4,18.8296,2.0044,1.13e-05
178,3.02277,4629.78,0,0,2.99549,2.00445,2.00541,4,18.8296,2.00445,1.13e-05
179,3.02376,4636.32,0,0,3.00273,2.0045,2.00546,4,18.8296,2.0045,1.13e-05
180,3.02475,4642.85,0,0,3.02152,2.00455,2.00551,4,18.8296,2.00455,1.13e-05
181,3.02573,4649.38,0,0,3.02615,2.0046,2.00556,4,18.8296,2.0046,1.13e-05
182,3.02672,4655.91,0,0,3.02786,2.00466,2.00562,4,18.8296,2.00466,1.13e-05
183,3.02771,4662.42,0,0,3.0294,2.00471,2.00567,4,18.8296,2.00471,1.13e-05
184,3.02869,4668.93,0,0,3.04552,2.00476,2.00572,4,18.8296,2.00476,1.13e-05
185,3.02968,4675.43,0,0,3.06003,2.00481,2.00577,4,18.8296,2.00481,1.13e-05
186,3.03066,4681.93,0,0,3.07309,2.00486,2.00582,4,18.8296,2.00486,1.13e-05
187,3.03164,4688.41,0,0,3.06026,2.00492,2.00587,4,18.8296,2.00492,1.13e-05
188,3.03263,4694.9,0,0,3.04871,2.00497,2.00592,4,18.8296,2.00497,1.13e-05
189,3.03361,4701.37,0,0,3.05063,2.00502,2.00597,4,18.8296,2.00502,1.13e-05
190,3.03459,4707.84,0,0,3.05235,2.00507,2.00603,4,18.8296,2.00507,1.13e-05
191,3.03557,4714.3,0,0,3.0539,2.00512,2.00608,4,18.8296,2.00512,1.13e-05
192,3.03655,4720.75,0,0,3.05529,2.00518,2.00613,4,18.8296,2.00518,1.13e-05
193,3.03753,4727.2,0,0,3.05655,2.00523,2.00618,4,18.8296,2.00523,1.13e-05
